Substância Ativa/DCI,Nome do Medicamento,Forma Farmacêutica,Dosagem,Titular de AIM,Genérico,Estado da AIM,Comercialização
Abiraterona,Abiraterona Teva,Comprimido revestido por película,500 mg,Teva B.V.,Sim,Autorizado,Não Comercializado
Paliperidona,Paliperidona Krka,Comprimido de libertação prolongada,6 mg,"KRKA d.d., Novo mesto",Sim,Autorizado,Comercializado
Paliperidona,Paliperidona Krka,Comprimido de libertação prolongada,9 mg,"KRKA d.d., Novo mesto",Sim,Autorizado,Comercializado
Ticagrelor,Ticagrelor Ratiopharm,Comprimido revestido por película,90 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Sim,Autorizado,Não Comercializado
Vacina contra a pandemia da gripe,Vacina contra a pandemia da gripe H5N1 AstraZeneca,Suspensão para pulverização nasal,10e(7.0±0.5) UFF/0.2 ml,AstraZeneca AB,Não,Autorizado,Não Comercializado
Metformina + Sitagliptina,Metformina + Sitagliptina Sandoz Farmacêutica,Comprimido revestido por película,850 mg + 50 mg,"Sandoz Farmacêutica, Lda.",Sim,Autorizado,Não Comercializado
Metformina + Sitagliptina,Metformina + Sitagliptina Sandoz Farmacêutica,Comprimido revestido por película,1000 mg + 50 mg,"Sandoz Farmacêutica, Lda.",Sim,Autorizado,Não Comercializado
Lovastatina,Lovastatina Quimedical,Comprimido,10 mg,"Quimedical - Produtos Farmacêuticos, Lda.",Sim,Autorizado,Não Comercializado
Lovastatina,Lovastatina Quimedical,Comprimido,20 mg,"Quimedical - Produtos Farmacêuticos, Lda.",Sim,Autorizado,Não Comercializado
Colecalciferol,Molinar,Comprimido revestido por película,22400 U.I.,"Tecnimede - Sociedade Técnico-Medicinal, S.A.",Não,Autorizado,Comercializado
Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Generis,Comprimido revestido por película,100 mg + 25 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Comercializado
Modafinil,Modafinil Generis,Comprimido,100 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Comercializado
Fenilbutirato de sódio,Pheburane,Granulado,483 mg/g,Eurocept International B.V.,Não,Autorizado,Comercializado
Modafinil,Modafinil Labesfal,Comprimido,100 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Atosibano,Atosibano SUN,Solução injetável,6.75 mg/0.9 ml,Sun Pharmaceutical Industries Europe B.V.,Sim,Autorizado,Não Comercializado
Trazodona,Trazodona Farmoz,Comprimido,50 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Sim,Autorizado,Não Comercializado
Metformina + Vildagliptina,Metformina + Vildagliptina ratiopharm,Comprimido revestido por película,850 mg + 50 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Sim,Autorizado,Comercializado
Metformina + Vildagliptina,Metformina + Vildagliptina ratiopharm,Comprimido revestido por película,1000 mg + 50 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Sim,Autorizado,Comercializado
Metformina + Vildagliptina,Metformina + Vildagliptina Teva,Comprimido revestido por película,850 mg + 50 mg,"Teva Pharma - Produtos Farmacêuticos, Lda.",Sim,Autorizado,Comercializado
Dexametasona,Dexametasona Panpharma,Solução injetável ou para perfusão,5 mg/ml,Panpharma S.A.,Não,Autorizado,Não Comercializado
Atosibano,Atosibano SUN,Concentrado para solução para perfusão,37.5 mg/5 ml,Sun Pharmaceutical Industries Europe B.V.,Sim,Autorizado,Não Comercializado
Brinzolamida + Timolol,Blizomit,"Colírio, suspensão",10 mg/ml + 5 mg/ml,"Pharmathen, S.A.",Sim,Autorizado,Não Comercializado
Paliperidona,Paliperidona Krka,Comprimido de libertação prolongada,3 mg,"KRKA d.d., Novo mesto",Sim,Autorizado,Comercializado
Claritromicina,Claritromicina Noridem,Pó para concentrado para solução para perfusão,500 mg,Noridem Enterprises Ltd.,Sim,Autorizado,Não Comercializado
Solifenacina,Vesicare,Suspensão oral,1 mg/ml,"Astellas Farma, Lda.",Não,Autorizado,Comercializado
Sulodexida,Treparin,Cápsula mole,250 LSU,"Ferraz, Lynce, Especialidades Farmacêuticas, S.A.",Não,Autorizado,Comercializado
Paliperidona,Paliperidona Pharmakern,Comprimido de libertação prolongada,3 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Sim,Autorizado,Não Comercializado
Brometo de aclidínio + Formoterol,Duaklir Genuair,Pó para inalação,340 µg/dose + 12 µg/dose,Covis Pharma Europe B.V.,Não,Autorizado,Comercializado
Linezolida,Linezolida Normon,Comprimido revestido por película,600 mg,"Laboratórios Normon, S.A.",Sim,Autorizado,Não Comercializado
Memantina,Memantina Mylan,Comprimido revestido por película,10 mg,Mylan Pharmaceuticals Limited,Sim,Autorizado,Comercializado
Perindopril + Indapamida,Perindopril + Indapamida Tolife,Comprimido,2 mg + 0.625 mg,"Towa Pharmaceutical, S.A.",Sim,Autorizado,Comercializado
Lactulose,Laevolac Ameixa,Xarope,666.7 mg/ml,"Ferraz, Lynce, Especialidades Farmacêuticas, S.A.",Não,Autorizado,Comercializado
Octenidina + Fenoxietanol,Octiset,Solução cutânea,1 mg/ml + 20 mg/ml,"BSG Pharmaceuticals - Produtos Farmacêuticos Inovadores, S.A.",Não,Autorizado,Comercializado
Loperamida,Aero-OM antidiarreico Rapid,Liofilizado oral,2 mg,"Medinfar Consumer Health - Produtos Farmacêuticos, Lda.",Sim,Autorizado,Não Comercializado
Cabotegravir,Vocabria,Suspensão injetável de libertação prolongada,200 mg/ml,ViiV Healthcare BV,Não,Autorizado,Não Comercializado
Pantoprazol,Zipantol,Comprimido gastrorresistente,20 mg,"Owlpharma - Consulting, Lda.",Sim,Autorizado,Não Comercializado
Paracetamol,Paracetamol Farmoz,Comprimido,1000 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Sim,Autorizado,Comercializado
Moxifloxacina,Moxifloxacina Bluepharma,Comprimido revestido por película,400 mg,Bluepharma Genéricos - Comércio de Medicamentos S.A.,Sim,Autorizado,Comercializado
Alprazolam,Alprazolam Prazam,Comprimido,1 mg,"Aristo Pharma Iberia, SL",Sim,Autorizado,Comercializado
Alprazolam,Alprazolam Prazam,Comprimido,0.5 mg,"Aristo Pharma Iberia, SL",Sim,Autorizado,Comercializado
Trimipramina,Surmontil 25,Comprimido,25 mg,"Faes Farma Portugal, S.A.",Não,Autorizado,Comercializado
Trimipramina,Surmontil 100,Comprimido revestido,100 mg,"Faes Farma Portugal, S.A.",Não,Autorizado,Comercializado
Econazol + Triamcinolona,Pevisone,Creme,10 mg/g + 1 mg/g,Karo Pharma AB,Não,Autorizado,Comercializado
Idarrubicina,Zavedos CS,Solução injetável,5 mg/5 ml,"Laboratórios Pfizer, Lda.",Não,Autorizado,Comercializado
Lidocaína,Lidocaína 5% Braun,Solução injetável,50 mg/ml,"B. Braun Medical, Unipessoal Lda.",Não,Autorizado,Não Comercializado
Fluoreto de sódio,Duraphat,Suspensão dental,50 mg/ml,"Colgate Palmolive, Unipessoal Lda.",Não,Autorizado,Comercializado
Donepezilo,Donepezilo Aurovitas,Comprimido orodispersível,5 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Comercializado
Pantoprazol,Controloc Control,Comprimido gastrorresistente,20 mg,Takeda GmbH,Não,Autorizado,Não Comercializado
Rivastigmina,Rivastigmina Aurobindo,Cápsula,6 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Desmopressina,"Minirin 0,1 mg",Comprimido,0.1 mg,Ferring S.A.U.,Não,Autorizado,Não Comercializado
Desmopressina,"Minirin 0,2 mg",Comprimido,0.2 mg,Ferring S.A.U.,Não,Autorizado,Não Comercializado
Pantoprazol,Somac Control,Comprimido gastrorresistente,20 mg,Takeda GmbH,Não,Autorizado,Não Comercializado
Lovastatina,Lovastatina Labesfal 20 mg Comprimidos,Comprimido,20 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Paracetamol,Paracetamol Accord,Comprimido efervescente,500 mg,"Accord Healthcare, S.L.U.",Sim,Autorizado,Não Comercializado
Lovastatina,Lovastatina Quimedical,Comprimido,40 mg,"Quimedical - Produtos Farmacêuticos, Lda.",Sim,Autorizado,Não Comercializado
Paliperidona,Paliperidona Pharmakern,Comprimido de libertação prolongada,6 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Sim,Autorizado,Não Comercializado
Paliperidona,Paliperidona Pharmakern,Comprimido de libertação prolongada,9 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Sim,Autorizado,Não Comercializado
Ibuprofeno,Brufen Sem Açúcar,Suspensão oral,20 mg/ml,"BGP Products, Unipessoal Lda.",Não,Autorizado,Comercializado
Enalapril,Aqumeldi,Comprimido orodispersível,0.25 mg,Proveca Pharma Limited,Não,Autorizado,Não Comercializado
Somapacitano,Sogroya,Solução injetável em caneta pré-cheia,5 mg/1.5 ml,"Novo Nordisk, A/S",Não,Autorizado,Não Comercializado
Olmesartan medoxomilo + Hidroclorotiazida,Olmesartan medoxomilo + Hidroclorotiazida Atolme,Comprimido revestido por película,20 mg + 25 mg,"Alter, S.A.",Sim,Autorizado,Comercializado
Olmesartan medoxomilo + Hidroclorotiazida,Olmesartan medoxomilo + Hidroclorotiazida Atolme,Comprimido revestido por película,40 mg + 12.5 mg,"Alter, S.A.",Sim,Autorizado,Não Comercializado
Teriflunomida,Teriflunomida Sandoz,Comprimido revestido por película,14 mg,"Sandoz Farmacêutica, Lda.",Sim,Autorizado,Comercializado
Pemetrexedo,Pemetrexedo Novumgen,Pó para concentrado para solução para perfusão,500 mg,Novumgen Limited,Sim,Autorizado,Não Comercializado
Protóxido de azoto,Protóxido de Azoto Medicinal Air Liquide Medicinal,Gás medicinal liquefeito,100 %,Air Liquide Sante (International),Não,Autorizado,Comercializado
Obinutuzumab,Gazyvaro,Concentrado para solução para perfusão,25 mg/ml,Roche Registration GmbH,Não,Autorizado,Comercializado
Peginterferão beta-1a,Plegridy,Solução injetável em seringa pré-cheia,125 µg/0.5 ml,Biogen Netherlands B.V.,Não,Autorizado,Não Comercializado
Albendazol,Zentel,Suspensão oral,20 mg/ml,"Perrigo Portugal, Lda.",Não,Autorizado,Comercializado
Tecnécio (99mTc) etilenodicísteina,Edicis,Conjunto para preparações radiofarmacêuticas,2 mg,Cis Bio International,Não,Autorizado,Não Comercializado
Danaparóide sódico,Orgaran,Solução injetável,750 U/0.6 ml,"Viatris Healthcare, Lda.",Não,Autorizado,Não Comercializado
Dexametasona + Neomicina + Polimixina B,Polydexa,"Gotas auriculares, solução",Associação,"Viatris Healthcare, Lda.",Não,Autorizado,Não Comercializado
Amorolfina,Amorolfina Linospro,Verniz para as unhas medicamentoso,50 mg/ml,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Ceftazidima,Ceftazim,Pó e solvente para solução injetável,500 mg/1.5 ml,"Laboratórios Atral, S.A.",Não,Autorizado,Não Comercializado
Claritromicina,Claritromicina Generis,Comprimido de libertação modificada,500 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Moxifloxacina,Moxifloxacina Mylan,Comprimido revestido por película,400 mg,"Mylan, Lda.",Sim,Autorizado,Comercializado
Ceftazidima,Ceftazim,Pó e solvente para solução injetável,1000 mg/3 ml,"Laboratórios Atral, S.A.",Não,Autorizado,Não Comercializado
Ceftriaxona,Ceftriaxona Hikma 500 mg Pó e Solvente Para Solução Injectável IV,Pó e solvente para solução injetável,500 mg/5 ml,"Hikma Farmacêutica (Portugal), S.A.",Sim,Autorizado,Não Comercializado
Amlodipina + Valsartan + Hidroclorotiazida,Exforge HCT,Comprimido revestido por película,5 mg + 160 mg + 25 mg,Novartis Europharm Limited,Não,Autorizado,Comercializado
Amlodipina + Valsartan + Hidroclorotiazida,Exforge HCT,Comprimido revestido por película,10 mg + 160 mg + 12.5 mg,Novartis Europharm Limited,Não,Autorizado,Não Comercializado
Omeprazol,Omeprazol Zdrovit,Cápsula gastrorresistente,10 mg,Natur Produkt Zdrovit Sp. z o.o.,Sim,Autorizado,Não Comercializado
Irbesartan,Irbesartan Tecnimede,Comprimido revestido por película,75 mg,"Tecnimede - Sociedade Técnico-Medicinal, S.A.",Sim,Autorizado,Não Comercializado
Irbesartan,Irbesartan Tecnimede,Comprimido revestido por película,150 mg,"Tecnimede - Sociedade Técnico-Medicinal, S.A.",Sim,Autorizado,Não Comercializado
Omeprazol,Omeprazol Zdrovit,Cápsula gastrorresistente,20 mg,Natur Produkt Zdrovit Sp. z o.o.,Sim,Autorizado,Não Comercializado
Amlodipina + Valsartan + Hidroclorotiazida,Exforge HCT,Comprimido revestido por película,10 mg + 320 mg + 25 mg,Novartis Europharm Limited,Não,Autorizado,Não Comercializado
Fentanilo,Breakyl,Película bucal,200 µg,"BGP Products, Unipessoal Lda.",Não,Autorizado,Comercializado
Tilmanocept,Lymphoseek,Conjunto para preparações radiofarmacêuticas,50 µg,Navidea Biopharmaceuticals Europe Ltd.,Não,Autorizado,Não Comercializado
Amlodipina + Valsartan + Hidroclorotiazida,Exforge HCT,Comprimido revestido por película,10 mg + 160 mg + 25 mg,Novartis Europharm Limited,Não,Autorizado,Não Comercializado
Rivaroxabano,Rivaroxabano toLife,Comprimido revestido por película,15 mg,"Towa Pharmaceutical, S.A.",Sim,Autorizado,Não Comercializado
Rivaroxabano,Rivaroxabano toLife,Comprimido revestido por película,20 mg,"Towa Pharmaceutical, S.A.",Sim,Autorizado,Não Comercializado
Octocog alfa,Advate,Pó e solvente para solução injetável,1500 U.I./5 ml,Takeda Manufacturing Austria AG,Não,Autorizado,Não Comercializado
Factor VIII da coagulação humana,Octanate,Pó e solvente para solução injetável,1000 U.I./5 ml,Octapharma - Produtos Farmacêuticos Lda.,Não,Autorizado,Comercializado
Atalureno,Translarna,Granulado para suspensão oral,250 mg,PTC Therapeutics International Limited,Não,Autorizado,Comercializado
Atalureno,Translarna,Granulado para suspensão oral,1000 mg,PTC Therapeutics International Limited,Não,Autorizado,Comercializado
Bevacizumab,Avastin,Concentrado para solução para perfusão,25 mg/ml,Roche Registration GmbH,Não,Autorizado,Comercializado
Haloperidol,Haldol,Solução oral,2 mg/ml,Essential Pharma Limited,Não,Autorizado,Comercializado
Budesonida,Pulmicort Nasal Aqua,Suspensão para pulverização nasal,64 µg/dose,"Johnson & Johnson, Lda.",Não,Autorizado,Comercializado
Tiaprida,Tiapridal,Solução injetável,100 mg/2 ml,"Neuraxpharm Portugal, Unipessoal Lda",Não,Autorizado,Não Comercializado
Clorazepato dipotássico,Tranxene,Cápsula,10 mg,"Neuraxpharm Portugal, Unipessoal Lda",Não,Autorizado,Comercializado
Tadalafil,Tadalafil Generis,Comprimido revestido por película,5 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Comercializado
Zolpidem,Zolpidem IPCA,Comprimido revestido por película,5 mg,"IPCA - Produtos Farmacêuticos Unipessoal, Lda.",Não,Autorizado,Não Comercializado
Budesonida,Pulmicort Nasal Aqua,Suspensão para pulverização nasal,32 µg/dose,"Johnson & Johnson, Lda.",Não,Autorizado,Comercializado
Tacrolímus,Advagraf,Cápsula de libertação prolongada,3 mg,Astellas Pharma Europe B.V.,Não,Autorizado,Comercializado
Zolpidem,Zolpidem IPCA,Comprimido revestido por película,10 mg,"IPCA - Produtos Farmacêuticos Unipessoal, Lda.",Sim,Autorizado,Não Comercializado
Hidróxido de alumínio + Hidróxido de magnésio + Simeticone,Maalox Plus,Comprimido para mastigar,200 mg + 200 mg + 26.25 mg,"Opella Healthcare Portugal, Unipessoal Lda",Não,Autorizado,Comercializado
Ácido alendrónico,Bonasol,Solução oral,70 mg/100 ml,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Não,Autorizado,Comercializado
Lercanidipina,Lercanidipina Atral,Comprimido revestido por película,20 mg,"Laboratórios Atral, S.A.",Sim,Autorizado,Não Comercializado
Pregabalina,Pregabalina Aurovitas,Cápsula,25 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Comercializado
Pregabalina,Pregabalina Aristo,Cápsula,25 mg,"Aristo Pharma Iberia, SL",Sim,Autorizado,Comercializado
Fluconazol,Fluconazol Aurovitas,Cápsula,150 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Comercializado
Topiramato,Topiramato Aurovitas,Comprimido revestido por película,25 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Comercializado
Topiramato,Topiramato Aurovitas,Comprimido revestido por película,50 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Comercializado
Valaciclovir,Valaciclovir Aurovitas,Comprimido revestido por película,500 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Comercializado
Flunarizina,Flunarizina Farmoz,Comprimido,10 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Não,Autorizado,Comercializado
Miglustato,Zavesca,Cápsula,100 mg,Janssen-Cilag International N.V.,Não,Autorizado,Não Comercializado
Cloxazolam,Cloxam,Comprimido,2 mg,"Jaba Recordati, S.A.",Não,Autorizado,Comercializado
Ácido alendrónico + Colecalciferol,Ácido Alendrónico + Colecalciferol toLife,Comprimido,70 mg + 2800 U.I.,"Towa Pharmaceutical, S.A.",Sim,Autorizado,Não Comercializado
Olmesartan medoxomilo + Hidroclorotiazida,Olmesartan medoxomilo + Hidroclorotiazida Alter,Comprimido revestido por película,20 mg + 25 mg,"Alter, S.A.",Sim,Autorizado,Comercializado
Lumasiran,Oxlumo,Solução injetável,189 mg/ml,Alnylam Netherlands B.V.,Não,Autorizado,Não Comercializado
Olmesartan medoxomilo + Hidroclorotiazida,Olmesartan medoxomilo + Hidroclorotiazida Alter,Comprimido revestido por película,40 mg + 12.5 mg,"Alter, S.A.",Sim,Autorizado,Não Comercializado
Inibidor da estearase C1 humana,Berinert,Pó e solvente para solução injetável ou para perfusão,500 U.I./10 ml,CSL Behring GmbH,Não,Autorizado,Comercializado
Darbepoetina alfa,Aranesp,Solução injetável em seringa pré-cheia,15 µg/0.375 ml,"Amgen Europe, B.V.",Não,Autorizado,Não Comercializado
Darbepoetina alfa,Aranesp,Solução injetável em seringa pré-cheia,20 µg/0.5 ml,"Amgen Europe, B.V.",Não,Autorizado,Comercializado
Cloreto de sódio,Soro Fisiológico B.Braun,Solução injetável,9 mg/ml,"B. Braun Medical, Unipessoal Lda.",Não,Autorizado,Comercializado
Ciprofloxacina,Ciprofloxacina Alter 250 mg comprimidos revestidos,Comprimido revestido,250 mg,"Alter, S.A.",Sim,Autorizado,Não Comercializado
Tralocinumab,Adtralza,Solução injetável em seringa pré-cheia,150 mg/1 ml,Leo Pharma A/S,Não,Autorizado,Não Comercializado
Vinorrelbina,Vinorrelbina Generis,Cápsula mole,20 mg,Eugia Pharma (Malta) Limited,Sim,Autorizado,Comercializado
Evinacumab,Evkeeza,Concentrado para solução para perfusão,150 mg/ml,Ultragenyx Germany GmbH,Não,Autorizado,Não Comercializado
Glucarpidase,Voraxaze,Pó para solução injetável,1000 U.I./ml,"SERB, SAS",Não,Autorizado,Não Comercializado
Esomeprazol,Nexium,Comprimido gastrorresistente,40 mg,"Grünenthal, S.A.",Não,Autorizado,Comercializado
Carbonato de cálcio + Colecalciferol,Calcitab D,Comprimido para mastigar,1500 mg + 400 U.I.,"Italfarmaco - Produtos Farmacêuticos, Lda.",Não,Autorizado,Comercializado
Tobramicina,Tobi,Solução para inalação por nebulização,300 mg/5 ml,"BGP Products, Unipessoal Lda.",Não,Autorizado,Não Comercializado
Tiamina,Tiamina Labesfal,Comprimido,100 mg,"Labesfal - Laboratórios Almiro, S.A.",Não,Autorizado,Comercializado
Hedera helix,Prospantus,Comprimido efervescente,65 mg,Engelhard Arzneimitttel GmbH & Co. KG,Não,Autorizado,Não Comercializado
Hedera helix,Prospantus,Xarope,7 mg/ml,Engelhard Arzneimitttel GmbH & Co. KG,Não,Autorizado,Não Comercializado
Cetirizina,Cetirizina IPCA,Comprimido revestido por película,10 mg,"IPCA - Produtos Farmacêuticos Unipessoal, Lda.",Sim,Autorizado,Não Comercializado
Hedera helix,Prospantus,Solução oral,7 mg/ml,Engelhard Arzneimitttel GmbH & Co. KG,Não,Autorizado,Não Comercializado
Cetirizina,Zarec,Comprimido revestido por película,10 mg,"IPCA - Produtos Farmacêuticos Unipessoal, Lda.",Sim,Autorizado,Não Comercializado
Ibuprofeno,ib-u-ron gel mentol roll-on,Gel,50 mg/g,"Bene Farmacêutica, Lda.",Não,Autorizado,Comercializado
